form	label	len	freq	train_freq	dev_freq	form	form_freq	label	num_labels	label_freq
거즈	CV_CLOTHING	2	1	1	0	거즈	1	CV_CLOTHING	1	193
거커	OGG_ECONOMY	2	1	1	0	거커	1	OGG_ECONOMY	1	1897
건축	TMI_SERVICE	2	1	1	0	건축	1	TMI_SERVICE	1	699
게리 세퍼드	PS_NAME	6	1	1	0	게리 세퍼드	1	PS_NAME	1	17466
게리 울드만	PS_NAME	6	1	1	0	게리 울드만	1	PS_NAME	1	17466
게리 쿠퍼	PS_NAME	5	1	1	0	게리 쿠퍼	1	PS_NAME	1	17466
게리다니엘스	PS_NAME	6	1	1	0	게리다니엘스	1	PS_NAME	1	17466
게리마샬	PS_NAME	4	1	1	0	게리마샬	1	PS_NAME	1	17466
게이트웨이 펀디트	OGG_MEDIA	9	1	1	0	게이트웨이 펀디트	1	OGG_MEDIA	1	1194
겜블러크루	OGG_ART	5	1	0	1	겜블러크루	1	OGG_ART	1	56
겟잇뷰티 2013	AFA_VIDEO	9	1	1	0	겟잇뷰티 2013	1	AFA_VIDEO	1	2287
게일	PS_NAME	2	1	1	0	게일	1	PS_NAME	1	17466
게임	TMIG_GENRE	2	1	0	1	게임	1	TMIG_GENRE	1	14
게지공원	LC_OTHERS	4	1	1	0	게지공원	1	LC_OTHERS	1	905
격정	AFA_VIDEO	2	1	1	0	격정	1	AFA_VIDEO	1	2287
격투기	CV_SPORTS	3	1	1	0	격투기	1	CV_SPORTS	1	233
견	PS_CHARACTER	1	1	1	0	견	1	PS_CHARACTER	1	969
견미리	PS_NAME	3	1	1	0	견미리	1	PS_NAME	1	17466
견우	PS_CHARACTER	2	1	1	0	견우	1	PS_CHARACTER	1	969
견우와 직녀	AFA_DOCUMENT	6	1	1	0	견우와 직녀	1	AFA_DOCUMENT	1	181
견자	PS_NAME	2	1	1	0	견자	1	PS_NAME	1	17466
견지동	LCP_COUNTY	3	1	1	0	견지동	1	LCP_COUNTY	1	919
결선투표	EV_OTHERS	4	1	0	1	결선투표	1	EV_OTHERS	1	826
결승포	TM_SPORTS	3	1	0	1	결승포	1	TM_SPORTS	1	339
결핍증	TMM_DISEASE	3	1	1	0	결핍증	1	TMM_DISEASE	1	341
결혼까지 생각했어	AFA_MUSIC	9	1	1	0	결혼까지 생각했어	1	AFA_MUSIC	1	180
결혼하지 않아도 괜찮을까	AFA_DOCUMENT	13	1	1	0	결혼하지 않아도 괜찮을까	1	AFA_DOCUMENT	1	181
겹겹 프로젝트	EV_OTHERS	7	1	1	0	겹겹 프로젝트	1	EV_OTHERS	1	826
경	OGG_POLITICS	1	1	0	1	경	1	OGG_POLITICS	1	4492
경관	CV_POSITION	2	1	1	0	경관	1	CV_POSITION	1	4290
경기공고	OGG_EDUCATION	4	1	1	0	경기공고	1	OGG_EDUCATION	1	428
경기과기원	OGG_POLITICS	5	1	1	0	경기과기원	1	OGG_POLITICS	1	4492
경기과학기술진흥원	OGG_SCIENCE	9	1	1	0	경기과학기술진흥원	1	OGG_SCIENCE	1	10
경기도 보육정책 포럼	EV_OTHERS	11	1	1	0	경기도 보육정책 포럼	1	EV_OTHERS	1	826
경기도선거관리위원회	OGG_POLITICS	10	1	1	0	경기도선거관리위원회	1	OGG_POLITICS	1	4492
경기도의료원 이천병원	OGG_MEDICINE	11	1	1	0	경기도의료원 이천병원	1	OGG_MEDICINE	1	143
경기도청소년수련원	AF_BUILDING	9	1	1	0	경기도청소년수련원	1	AF_BUILDING	1	447
경기보완대	CV_POLICY	5	1	1	0	경기보완대	1	CV_POLICY	1	94
경기부양 사업	TMI_PROJECT	7	1	1	0	경기부양 사업	1	TMI_PROJECT	1	64
경기장	AF_BUILDING	3	1	1	0	경기장	1	AF_BUILDING	1	447
경기장애인차별연대	OGG_OTHERS	9	1	1	0	경기장애인차별연대	1	OGG_OTHERS	1	531
경기진보연대	OGG_OTHERS	6	1	0	1	경기진보연대	1	OGG_OTHERS	1	531
경기진행요원	CV_POSITION	6	1	1	0	경기진행요원	1	CV_POSITION	1	4290
경남경찰청	OGG_POLITICS	5	1	1	0	경남경찰청	1	OGG_POLITICS	1	4492
경남교육감	CV_POSITION	5	1	1	0	경남교육감	1	CV_POSITION	1	4290
경남권	LC_OTHERS	3	1	1	0	경남권	1	LC_OTHERS	1	905
경남도 의료원	OGG_MEDICINE	7	1	1	0	경남도 의료원	1	OGG_MEDICINE	1	143
경남도의료원	OGG_MEDICINE	6	1	0	1	경남도의료원	1	OGG_MEDICINE	1	143
경남발전연구원장	CV_POSITION	8	1	1	0	경남발전연구원장	1	CV_POSITION	1	4290
경남운동본부	OGG_OTHERS	6	1	1	0	경남운동본부	1	OGG_OTHERS	1	531
경남은행	OGG_ECONOMY	4	1	1	0	경남은행	1	OGG_ECONOMY	1	1897
경덕왕 때	DT_OTHERS	5	1	1	0	경덕왕 때	1	DT_OTHERS	1	1712
경리	CV_POSITION	2	1	1	0	경리	1	CV_POSITION	1	4290
경리단길	AF_ROAD	4	1	0	1	경리단길	1	AF_ROAD	1	154
경미	PS_NAME	2	1	0	1	경미	1	PS_NAME	1	17466
경민	PS_NAME	2	1	1	0	경민	1	PS_NAME	1	17466
경범죄 처벌법 위반죄	CV_LAW	11	1	0	1	경범죄 처벌법 위반죄	1	CV_LAW	1	763
경부	AF_ROAD	2	1	0	1	경부	1	AF_ROAD	1	154
경북경찰청장	CV_POSITION	6	1	1	0	경북경찰청장	1	CV_POSITION	1	4290
경북대	OGG_EDUCATION	3	1	0	1	경북대	1	OGG_EDUCATION	1	428
경북대병원	OGG_MEDICINE	5	1	1	0	경북대병원	1	OGG_MEDICINE	1	143
경북대학교 병원	OGG_MEDICINE	8	1	1	0	경북대학교 병원	1	OGG_MEDICINE	1	143
경북도당	OGG_POLITICS	4	1	1	0	경북도당	1	OGG_POLITICS	1	4492
경북선대위	OGG_POLITICS	5	1	1	0	경북선대위	1	OGG_POLITICS	1	4492
경비대	OGG_MILITARY	3	1	1	0	경비대	1	OGG_MILITARY	1	422
경비행기	AF_TRANSPORT	4	1	1	0	경비행기	1	AF_TRANSPORT	1	1023
경빈박	PS_NAME	3	1	1	0	경빈박	1	PS_NAME	1	17466
경산	LCP_CITY	2	1	1	0	경산	1	LCP_CITY	1	1262
경상남도지사	CV_POSITION	6	1	1	0	경상남도지사	1	CV_POSITION	1	4290
경상대학교	OGG_EDUCATION	5	1	1	0	경상대학교	1	OGG_EDUCATION	1	428
경상대학교병원	OGG_MEDICINE	7	1	1	0	경상대학교병원	1	OGG_MEDICINE	1	143
경성	LCP_CITY	2	1	1	0	경성	1	LCP_CITY	1	1262
경수	PS_NAME	2	1	1	0	경수	1	PS_NAME	1	17466
경수진	PS_NAME	3	1	1	0	경수진	1	PS_NAME	1	17466
경아	PS_NAME	2	1	1	0	경아	1	PS_NAME	1	17466
경안레저산업(주)	OGG_ECONOMY	9	1	1	0	경안레저산업(주)	1	OGG_ECONOMY	1	1897
경영대학장	CV_POSITION	5	1	0	1	경영대학장	1	CV_POSITION	1	4290
경영자	CV_POSITION	3	1	1	0	경영자	1	CV_POSITION	1	4290
경운동	LCP_COUNTY	3	1	1	0	경운동	1	LCP_COUNTY	1	919
경의중앙선	AF_ROAD	5	1	0	1	경의중앙선	1	AF_ROAD	1	154
경인전철	AF_ROAD	4	1	1	0	경인전철	1	AF_ROAD	1	154
경전	LCP_COUNTY	2	1	0	1	경전	1	LCP_COUNTY	1	919
경제관계장관회의	EV_OTHERS	8	1	1	0	경제관계장관회의	1	EV_OTHERS	1	826
경제단체협의회	OGG_ECONOMY	7	1	0	1	경제단체협의회	1	OGG_ECONOMY	1	1897
경제복지정책팀	OGG_POLITICS	7	1	0	1	경제복지정책팀	1	OGG_POLITICS	1	4492
경제보좌관	CV_POSITION	5	1	1	0	경제보좌관	1	CV_POSITION	1	4290
경제부총리	CV_POSITION	5	1	1	0	경제부총리	1	CV_POSITION	1	4290
경제부총리제	CV_POLICY	6	1	1	0	경제부총리제	1	CV_POLICY	1	94
경제산업성	OGG_POLITICS	5	1	1	0	경제산업성	1	OGG_POLITICS	1	4492
경제학자	CV_OCCUPATION	4	1	1	0	경제학자	1	CV_OCCUPATION	1	3329
경제협력개발기구	OGG_ECONOMY	8	1	1	0	경제협력개발기구	1	OGG_ECONOMY	1	1897
경제협력기구	OGG_ECONOMY	6	1	1	0	경제협력기구	1	OGG_ECONOMY	1	1897
경제활성화법	CV_LAW	6	1	1	0	경제활성화법	1	CV_LAW	1	763
경주 마우나리조트 사건	EV_OTHERS	12	1	1	0	경주 마우나리조트 사건	1	EV_OTHERS	1	826
경주 불국사	AF_CULTURAL_ASSET	6	1	1	0	경주 불국사	1	AF_CULTURAL_ASSET	1	97
경주소방서	OGG_POLITICS	5	1	1	0	경주소방서	1	OGG_POLITICS	1	4492
경진초등학교	OGG_EDUCATION	6	1	1	0	경진초등학교	1	OGG_EDUCATION	1	428
경찰공무원법	CV_LAW	6	1	1	0	경찰공무원법	1	CV_LAW	1	763
경찰관 퀵 서비스 오토바이 추격 사건	EV_OTHERS	20	1	1	0	경찰관 퀵 서비스 오토바이 추격 사건	1	EV_OTHERS	1	826
경찰권	CV_LAW	3	1	1	0	경찰권	1	CV_LAW	1	763
경찰당국	OGG_POLITICS	4	1	1	0	경찰당국	1	OGG_POLITICS	1	4492
경찰대학교	OGG_EDUCATION	5	1	1	0	경찰대학교	1	OGG_EDUCATION	1	428
경찰병원	OGG_MEDICINE	4	1	1	0	경찰병원	1	OGG_MEDICINE	1	143
경찰서를 털어라	AFA_VIDEO	8	1	0	1	경찰서를 털어라	1	AFA_VIDEO	1	2287
경찰수사연수원	OGG_POLITICS	7	1	1	0	경찰수사연수원	1	OGG_POLITICS	1	4492
경찰위원회	OGG_POLITICS	5	1	1	0	경찰위원회	1	OGG_POLITICS	1	4492
경찰청 사람들	AFA_VIDEO	7	1	1	0	경찰청 사람들	1	AFA_VIDEO	1	2287
경찰청장기	EV_SPORTS	5	1	0	1	경찰청장기	1	EV_SPORTS	1	720
경철청	OGG_POLITICS	3	1	1	0	경철청	1	OGG_POLITICS	1	4492
경항공기	AF_TRANSPORT	4	1	1	0	경항공기	1	AF_TRANSPORT	1	1023
경호요원	CV_POSITION	4	1	1	0	경호요원	1	CV_POSITION	1	4290
경호처	OGG_POLITICS	3	1	1	0	경호처	1	OGG_POLITICS	1	4492
경희대 청운관	AF_BUILDING	7	1	0	1	경희대 청운관	1	AF_BUILDING	1	447
경희대 평화의 전당	AF_BUILDING	10	1	1	0	경희대 평화의 전당	1	AF_BUILDING	1	447
경희대학교	OGG_EDUCATION	5	1	1	0	경희대학교	1	OGG_EDUCATION	1	428
겨울만두	CV_FOOD	4	1	1	0	겨울만두	1	CV_FOOD	1	360
겨울올림픽	EV_SPORTS	5	1	0	1	겨울올림픽	1	EV_SPORTS	1	720
겨울전쟁	EV_WAR_REVOLUTION	4	1	1	0	겨울전쟁	1	EV_WAR_REVOLUTION	1	55
겨자	CV_FOOD	2	1	0	1	겨자	1	CV_FOOD	1	360
계동	LCP_COUNTY	2	1	1	0	계동	1	LCP_COUNTY	1	919
계란찜	CV_FOOD	3	1	1	0	계란찜	1	CV_FOOD	1	360
계룡대	OGG_MILITARY	3	1	1	0	계룡대	1	OGG_MILITARY	1	422
계룡시청	OGG_SPORTS	4	1	1	0	계룡시청	1	OGG_SPORTS	1	970
계륜미	PS_NAME	3	1	0	1	계륜미	1	PS_NAME	1	17466
계사년	DT_YEAR	3	1	1	0	계사년	1	DT_YEAR	1	1758
계산동	LCP_COUNTY	3	1	0	1	계산동	1	LCP_COUNTY	1	919
계양체육관	AF_BUILDING	5	1	0	1	계양체육관	1	AF_BUILDING	1	447
계원예술대	OGG_EDUCATION	5	1	1	0	계원예술대	1	OGG_EDUCATION	1	428
계원예술대학교	OGG_EDUCATION	7	1	1	0	계원예술대학교	1	OGG_EDUCATION	1	428
계주	CV_SPORTS	2	1	0	1	계주	1	CV_SPORTS	1	233
계춘할망	AFA_VIDEO	4	1	1	0	계춘할망	1	AFA_VIDEO	1	2287
계피가루	CV_FOOD	4	1	1	0	계피가루	1	CV_FOOD	1	360
고 어헤드 이글스	OGG_SPORTS	9	1	1	0	고 어헤드 이글스	1	OGG_SPORTS	1	970
고 토플리스	EV_OTHERS	6	1	1	0	고 토플리스	1	EV_OTHERS	1	826
곤잘레스	PS_NAME	4	1	1	0	곤잘레스	1	PS_NAME	1	17466
골든 라즈 베리	CV_PRIZE	8	1	1	0	골든 라즈 베리	1	CV_PRIZE	1	175
골든타임-닥터 최인혁, 갓 태어난 각하에게 거수경례하다	AFA_ART_CRAFT	30	1	1	0	골든타임-닥터 최인혁, 갓 태어난 각하에게 거수경례하다	1	AFA_ART_CRAFT	1	12
고고고-해골물의 비밀	AFA_DOCUMENT	11	1	1	0	고고고-해골물의 비밀	1	AFA_DOCUMENT	1	181
고고도미사일방어	AF_WEAPON	8	1	1	0	고고도미사일방어	1	AF_WEAPON	1	282
고교 3년 동안	DT_DURATION	8	1	1	0	고교 3년 동안	1	DT_DURATION	1	1879
고교10대천왕	AFA_VIDEO	7	1	1	0	고교10대천왕	1	AFA_VIDEO	1	2287
고노 요헤이(河野洋平)	PS_NAME	12	1	1	0	고노 요헤이(河野洋平)	1	PS_NAME	1	17466
고대 마야 유적지	LC_OTHERS	9	1	1	0	고대 마야 유적지	1	LC_OTHERS	1	905
고도비만 수술	TR_MEDICINE	7	1	1	0	고도비만 수술	1	TR_MEDICINE	1	82
고두심	PS_NAME	3	1	1	0	고두심	1	PS_NAME	1	17466
고등법원장	CV_POSITION	5	1	1	0	고등법원장	1	CV_POSITION	1	4290
고등학교 재학시절	DT_DURATION	9	1	1	0	고등학교 재학시절	1	DT_DURATION	1	1879
고등학생 시절	DT_DURATION	7	1	1	0	고등학생 시절	1	DT_DURATION	1	1879
고등하교	AFA_VIDEO	4	1	1	0	고등하교	1	AFA_VIDEO	1	2287
고레에다 히로카즈	PS_NAME	9	1	1	0	고레에다 히로카즈	1	PS_NAME	1	17466
고려대 화정체육관	AF_BUILDING	9	1	0	1	고려대 화정체육관	1	AF_BUILDING	1	447
고려해운	OGG_ECONOMY	4	1	1	0	고려해운	1	OGG_ECONOMY	1	1897
고리 2 발전소	AF_BUILDING	8	1	1	0	고리 2 발전소	1	AF_BUILDING	1	447
고마워요 나의 그대여	AFA_MUSIC	11	1	1	0	고마워요 나의 그대여	1	AFA_MUSIC	1	180
고베 대지진	DT_OTHERS	6	1	1	0	고베 대지진	1	DT_OTHERS	1	1712
고병원성 AI	TMM_DISEASE	7	1	1	0	고병원성 AI	1	TMM_DISEASE	1	341
고속열차	AF_TRANSPORT	4	1	0	1	고속열차	1	AF_TRANSPORT	1	1023
고속철도	AF_TRANSPORT	4	1	1	0	고속철도	1	AF_TRANSPORT	1	1023
고속터미널	LC_OTHERS	5	1	1	0	고속터미널	1	LC_OTHERS	1	905
고스트라이더	AFA_VIDEO	6	1	1	0	고스트라이더	1	AFA_VIDEO	1	2287
고스트메신저	AFA_VIDEO	6	1	1	0	고스트메신저	1	AFA_VIDEO	1	2287
고시엔구장	AF_BUILDING	5	1	1	0	고시엔구장	1	AF_BUILDING	1	447
고암포로	LC_OTHERS	4	1	1	0	고암포로	1	LC_OTHERS	1	905
고양교육청	OGG_POLITICS	5	1	1	0	고양교육청	1	OGG_POLITICS	1	4492
고양버스터미널	LC_OTHERS	7	1	0	1	고양버스터미널	1	LC_OTHERS	1	905
고양체육관	AF_BUILDING	5	1	1	0	고양체육관	1	AF_BUILDING	1	447
고양터미널	LC_OTHERS	5	1	0	1	고양터미널	1	LC_OTHERS	1	905
고용노동부 창원지청	OGG_POLITICS	10	1	0	1	고용노동부 창원지청	1	OGG_POLITICS	1	4492
고위공무원	CV_OCCUPATION	5	1	1	0	고위공무원	1	CV_OCCUPATION	1	3329
고이즈미 쿄코	PS_NAME	7	1	0	1	고이즈미 쿄코	1	PS_NAME	1	17466
고토 겐지(後藤健二)	PS_NAME	11	1	0	1	고토 겐지(後藤健二)	1	PS_NAME	1	17466
고토 겐지(後藤健二·47) 씨	PS_NAME	16	1	0	1	고토 겐지(後藤健二·47) 씨	1	PS_NAME	1	17466
곤	PS_NAME	1	1	1	0	곤	1	PS_NAME	1	17466
곤살로 이과인	PS_NAME	7	1	1	0	곤살로 이과인	1	PS_NAME	1	17466
골	QT_SPORTS	1	1	0	1	골	1	QT_SPORTS	1	372
골드색	TM_COLOR	3	1	1	0	골드색	1	TM_COLOR	1	112
골즈버로	LCP_CITY	4	1	1	0	골즈버로	1	LCP_CITY	1	1262
골프채	CV_SPORTS_INST	3	1	1	0	골프채	1	CV_SPORTS_INST	1	52
공공 I-PIN센터	OGG_OTHERS	10	1	1	0	공공 I-PIN센터	1	OGG_OTHERS	1	531
공공기관운영위원회	OGG_POLITICS	9	1	0	1	공공기관운영위원회	1	OGG_POLITICS	1	4492
공공기관장	CV_POSITION	5	1	1	0	공공기관장	1	CV_POSITION	1	4290
공공기록물 관리에 관한 법률	CV_LAW	15	1	1	0	공공기록물 관리에 관한 법률	1	CV_LAW	1	763
공공안전 당국	OGG_POLITICS	7	1	1	0	공공안전 당국	1	OGG_POLITICS	1	4492
공관	LC_OTHERS	2	1	1	0	공관	1	LC_OTHERS	1	905
공관위원장	CV_POSITION	5	1	0	1	공관위원장	1	CV_POSITION	1	4290
공군 중앙방공통제소	OGG_MILITARY	10	1	1	0	공군 중앙방공통제소	1	OGG_MILITARY	1	422
공깃밥	CV_FOOD	3	1	1	0	공깃밥	1	CV_FOOD	1	360
공단기	OGG_EDUCATION	3	1	1	0	공단기	1	OGG_EDUCATION	1	428
공덕동	LCP_COUNTY	3	1	1	0	공덕동	1	LCP_COUNTY	1	919
공동선대본부장	CV_POSITION	7	1	0	1	공동선대본부장	1	CV_POSITION	1	4290
공동선대위	OGG_POLITICS	5	1	0	1	공동선대위	1	OGG_POLITICS	1	4492
공릉	LCP_COUNTY	2	1	0	1	공릉	1	LCP_COUNTY	1	919
공릉동	LCP_COUNTY	3	1	0	1	공릉동	1	LCP_COUNTY	1	919
공릉천	LCG_RIVER	3	1	1	0	공릉천	1	LCG_RIVER	1	44
공명	PS_NAME	2	1	0	1	공명	1	PS_NAME	1	17466
공무상 비밀누	CV_LAW	7	1	1	0	공무상 비밀누	1	CV_LAW	1	763
공무원단기고시학원	OGG_EDUCATION	9	1	1	0	공무원단기고시학원	1	OGG_EDUCATION	1	428
공무집행방해죄	CV_LAW	7	1	1	0	공무집행방해죄	1	CV_LAW	1	763
공민왕	PS_NAME	3	1	1	0	공민왕	1	PS_NAME	1	17466
공보단장	CV_POSITION	4	1	1	0	공보단장	1	CV_POSITION	1	4290
공보장관	CV_POSITION	4	1	0	1	공보장관	1	CV_POSITION	1	4290
공사관	AF_BUILDING	3	1	1	0	공사관	1	AF_BUILDING	1	447
공성면	LCP_COUNTY	3	1	1	0	공성면	1	LCP_COUNTY	1	919
공세동	LCP_COUNTY	3	1	1	0	공세동	1	LCP_COUNTY	1	919
공수창	PS_NAME	3	1	1	0	공수창	1	PS_NAME	1	17466
공식기강비서관	CV_POSITION	7	1	1	0	공식기강비서관	1	CV_POSITION	1	4290
공안	OGG_POLITICS	2	1	1	0	공안	1	OGG_POLITICS	1	4492
공안 사건	EV_OTHERS	5	1	0	1	공안 사건	1	EV_OTHERS	1	826
공안기관	OGG_POLITICS	4	1	1	0	공안기관	1	OGG_POLITICS	1	4492
공안부	OGG_POLITICS	3	1	0	1	공안부	1	OGG_POLITICS	1	4492
공안위원장	CV_POSITION	5	1	1	0	공안위원장	1	CV_POSITION	1	4290
공아정	PS_NAME	3	1	1	0	공아정	1	PS_NAME	1	17466
공원관리인	CV_OCCUPATION	5	1	1	0	공원관리인	1	CV_OCCUPATION	1	3329
공인인증서	TMI_SERVICE	5	1	1	0	공인인증서	1	TMI_SERVICE	1	699
공인회계사	CV_OCCUPATION	5	1	1	0	공인회계사	1	CV_OCCUPATION	1	3329
공작원	CV_OCCUPATION	3	1	1	0	공작원	1	CV_OCCUPATION	1	3329
공장책임자	CV_POSITION	5	1	1	0	공장책임자	1	CV_POSITION	1	4290
공정거래위원장	CV_POSITION	7	1	1	0	공정거래위원장	1	CV_POSITION	1	4290
공정영화	CV_ART	4	1	0	1	공정영화	1	CV_ART	1	674
공정영화심의위원회	OGG_POLITICS	9	1	0	1	공정영화심의위원회	1	OGG_POLITICS	1	4492
공중미사일방어시스템	AF_WEAPON	10	1	1	0	공중미사일방어시스템	1	AF_WEAPON	1	282
공중보건국	OGG_POLITICS	5	1	1	0	공중보건국	1	OGG_POLITICS	1	4492
공중보건대학 연구팀	OGG_MEDICINE	10	1	1	0	공중보건대학 연구팀	1	OGG_MEDICINE	1	143
공주사대	OGG_POLITICS	4	1	1	0	공주사대	1	OGG_POLITICS	1	4492
공주치료감호소	OGG_MEDICINE	7	1	1	0	공주치료감호소	1	OGG_MEDICINE	1	143
공중폭파사고	EV_OTHERS	6	1	1	0	공중폭파사고	1	EV_OTHERS	1	826
공직기강비서관	CV_POSITION	7	1	1	0	공직기강비서관	1	CV_POSITION	1	4290
공직선거후보자추천관리위원장	CV_POSITION	14	1	1	0	공직선거후보자추천관리위원장	1	CV_POSITION	1	4290
고고도미사일방어체계	AF_WEAPON	10	1	1	0	고고도미사일방어체계	1	AF_WEAPON	1	282
고시엔	AF_BUILDING	3	1	1	0	고시엔	1	AF_BUILDING	1	447
고압멸	TMI_HW	3	1	1	0	고압멸	1	TMI_HW	1	733
고양 종합터미널 화재 사고	EV_OTHERS	14	1	1	0	고양 종합터미널 화재 사고	1	EV_OTHERS	1	826
공직자윤리위원회	OGG_POLITICS	8	1	1	0	공직자윤리위원회	1	OGG_POLITICS	1	4492
공탁공무원	CV_OCCUPATION	5	1	1	0	공탁공무원	1	CV_OCCUPATION	1	3329
공태광	PS_CHARACTER	3	1	0	1	공태광	1	PS_CHARACTER	1	969
공판송무부장	CV_POSITION	6	1	1	0	공판송무부장	1	CV_POSITION	1	4290
공학전문가	CV_OCCUPATION	5	1	0	1	공학전문가	1	CV_OCCUPATION	1	3329
공항경찰	OGG_POLITICS	4	1	1	0	공항경찰	1	OGG_POLITICS	1	4492
공항경찰대	OGG_POLITICS	5	1	1	0	공항경찰대	1	OGG_POLITICS	1	4492
공항철도	AF_TRANSPORT	4	1	1	0	공항철도	1	AF_TRANSPORT	1	1023
공화당 전당 대회	EV_OTHERS	9	1	0	1	공화당 전당 대회	1	EV_OTHERS	1	826
고연금	PS_NAME	3	1	0	1	고연금	1	PS_NAME	1	17466
고영국	PS_NAME	3	1	0	1	고영국	1	PS_NAME	1	17466
고영진	PS_NAME	3	1	1	0	고영진	1	PS_NAME	1	17466
고용복지수석	CV_POSITION	6	1	1	0	고용복지수석	1	CV_POSITION	1	4290
고위간부	CV_POSITION	4	1	0	1	고위간부	1	CV_POSITION	1	4290
고위관리	CV_POSITION	4	1	1	0	고위관리	1	CV_POSITION	1	4290
고위대표	CV_POSITION	4	1	1	0	고위대표	1	CV_POSITION	1	4290
고윤화	PS_NAME	3	1	1	0	고윤화	1	PS_NAME	1	17466
고인돌체육관	AF_BUILDING	6	1	1	0	고인돌체육관	1	AF_BUILDING	1	447
고재기	PS_NAME	3	1	0	1	고재기	1	PS_NAME	1	17466
고전헐리웃느와르	AFA_VIDEO	8	1	1	0	고전헐리웃느와르	1	AFA_VIDEO	1	2287
곤도 마리에	PS_NAME	6	1	1	0	곤도 마리에	1	PS_NAME	1	17466
곤히주무세요	AFA_VIDEO	6	1	1	0	곤히주무세요	1	AFA_VIDEO	1	2287
골든 글로브	CV_PRIZE	6	1	1	0	골든 글로브	1	CV_PRIZE	1	175
골든타임	AFA_ART_CRAFT	4	1	1	0	골든타임	1	AFA_ART_CRAFT	1	12
골드로저	PS_CHARACTER	4	1	0	1	골드로저	1	PS_CHARACTER	1	969
골판지전사	PS_NAME	5	1	1	0	골판지전사	1	PS_NAME	1	17466
골프대회	EV_SPORTS	4	1	1	0	골프대회	1	EV_SPORTS	1	720
공공운수노조	OGG_OTHERS	6	1	1	0	공공운수노조	1	OGG_OTHERS	1	531
공군기지	LC_OTHERS	4	1	1	0	공군기지	1	LC_OTHERS	1	905
공군부대	OGG_MILITARY	4	1	1	0	공군부대	1	OGG_MILITARY	1	422
공군회관	AF_BUILDING	4	1	1	0	공군회관	1	AF_BUILDING	1	447
공로 시민상	CV_PRIZE	6	1	1	0	공로 시민상	1	CV_PRIZE	1	175
공로자회	OGG_OTHERS	4	1	0	1	공로자회	1	OGG_OTHERS	1	531
공무원법	CV_LAW	4	1	1	0	공무원법	1	CV_LAW	1	763
공보기획팀장	CV_POSITION	6	1	1	0	공보기획팀장	1	CV_POSITION	1	4290
공업고등학교	OGG_EDUCATION	6	1	1	0	공업고등학교	1	OGG_EDUCATION	1	428
공정거래위	OGG_POLITICS	5	1	0	1	공정거래위	1	OGG_POLITICS	1	4492
공직자윤리법	CV_LAW	6	1	1	0	공직자윤리법	1	CV_LAW	1	763
공화국수비대	OGG_POLITICS	6	1	0	1	공화국수비대	1	OGG_POLITICS	1	4492
공화인민당	OGG_POLITICS	5	1	1	0	공화인민당	1	OGG_POLITICS	1	4492
공황장애	TMM_DISEASE	4	1	1	0	공황장애	1	TMM_DISEASE	1	341
곶감 좋아해요	AFA_MUSIC	7	1	1	0	곶감 좋아해요	1	AFA_MUSIC	1	180
고고학자	CV_OCCUPATION	4	1	0	1	고고학자	1	CV_OCCUPATION	1	3329
고교시절	DT_OTHERS	4	1	0	1	고교시절	1	DT_OTHERS	1	1712
고깔모자	CV_CLOTHING	4	1	1	0	고깔모자	1	CV_CLOTHING	1	193
고대 미술가	CV_OCCUPATION	6	1	1	0	고대 미술가	1	CV_OCCUPATION	1	3329
고래힘줄	PS_NAME	4	1	1	0	고래힘줄	1	PS_NAME	1	17466
고막 파열상	TMM_DISEASE	6	1	1	0	고막 파열상	1	TMM_DISEASE	1	341
고사리손	AM_PART	4	1	1	0	고사리손	1	AM_PART	1	1011
고엽제전우회	OGG_OTHERS	6	1	0	1	고엽제전우회	1	OGG_OTHERS	1	531
고위 공직자	CV_POSITION	6	1	0	1	고위 공직자	1	CV_POSITION	1	4290
고위공직자	CV_POSITION	5	1	0	1	고위공직자	1	CV_POSITION	1	4290
고입시 떄	DT_DURATION	5	1	1	0	고입시 떄	1	DT_DURATION	1	1879
곤 사토시	PS_NAME	5	1	1	0	곤 사토시	1	PS_NAME	1	17466
고종 대	PS_NAME	4	1	0	1	고종 대	1	PS_NAME	1	17466
골든블루	OGG_FOOD	4	1	0	1	골든블루	1	OGG_FOOD	1	181
공릉지구	LC_OTHERS	4	1	0	1	공릉지구	1	LC_OTHERS	1	905
고지라	PS_CHARACTER	3	1	1	0	고지라	1	PS_CHARACTER	1	969
고창군	LCP_COUNTY	3	1	1	0	고창군	1	LCP_COUNTY	1	919
고창환	PS_NAME	3	1	1	0	고창환	1	PS_NAME	1	17466
고추	PT_GRASS	2	1	1	0	고추	1	PT_GRASS	1	28
고쿠센	AFA_VIDEO	3	1	1	0	고쿠센	1	AFA_VIDEO	1	2287
고효주	PS_NAME	3	1	0	1	고효주	1	PS_NAME	1	17466
고희경	PS_NAME	3	1	0	1	고희경	1	PS_NAME	1	17466
고희선	PS_NAME	3	1	1	0	고희선	1	PS_NAME	1	17466
곤조	OGG_ECONOMY	2	1	1	0	곤조	1	OGG_ECONOMY	1	1897
골수	TM_CELL_TISSUE_ORGAN	2	1	0	1	골수	1	TM_CELL_TISSUE_ORGAN	1	113
공단	OGG_EDUCATION	2	1	1	0	공단	1	OGG_EDUCATION	1	428
공재광	PS_NAME	3	1	0	1	공재광	1	PS_NAME	1	17466
